candidate_id,name.x,party,state,district,cycles,name.y,committee_id
H8CA28169,"NICHOLS, DAMIEN MICHAEL",DEM,CA,28,{2018},DAMIEN NICHOLS FOR CONGRESS,C00632703
H8CA28177,"MARKOS, JUAN",NPA,CA,28,"{2018,2020}",JUAN MARKOS FOR CONGRESS DISTRICT 28 2018,C00635466
H8CA28185,"NALBANDIAN, JOHNNY",REP,CA,28,"{2018,2020}",JOHNNY FOR CONGRESS,C00651547
H8CA28193,"SHAYANI, PAYAM MARK MR.",IND,CA,28,"{2018,2020}",SHAYANI FOR CONGRESS 2018,C00659326
H8CA29100,"DUENAS, ANGELICA",GRE,CA,29,"{2018,2020}",ANGELICA DUENAS FOR CONGRESS,C00648634
H8CA30066,"PELZER, JONATHAN",DEM,CA,30,{2018},PELZER FOR CONGRESS,C00648527
H8CA32070,"QUINTERO, ANDRE",DEM,CA,32,"{2018,2020}",ANDRE QUINTERO FOR CONGRESS,C00632885
H8CA32088,"SCOTT, JOSHUA",REP,CA,32,"{2018,2020}",JOSHUA SCOTT FOR CONGRESS,C00682179
H8CA33268,"RODGERS, EMORY",DEM,CA,33,"{2018,2020}",THE COMMITTEE TO ELECT MR. RODGERS,C00674721
H8CA34183,"CABILDO, MARIA",DEM,CA,34,"{2018,2020}",MARIA CABILDO FOR CONGRESS,C00630517
H8CA34191,"MENDOZA, SANDRA",DEM,CA,34,"{2018,2020}",SANDRA MENDOZA FOR CONGRESS,C00630913
H8CA34225,"WALKER, MICHELLE ""HOPE""",DEM,CA,34,"{2018,2020}","VOTE FOR MICHELLE ""HOPE"" WALKER FOR UNITED STATES OF AMERICA REPRESENTATIVE",C00632422
H8CA34233,"PADILLA, MARK EDWARD",NPA,CA,34,{2018},PADILLA 4 CONGRESS,C00632414
H8CA34241,"WALLACE, TENAYA",DEM,CA,34,"{2018,2020}",TENAYA4CONGRESS,C00632315
H8CA34258,"AHN, ROBERT LEE",DEM,CA,34,"{2018,2020}",ROBERT LEE AHN FOR CONGRESS,C00631564
H8CA34274,"DE LA FUENTE, RICARDO",DEM,CA,34,{2018},RICARDO4CONGRESS,C00632471
H8CA34282,"VAN HOUTEN, TRACY",DEM,CA,34,{2018},TRACY VAN HOUTEN FOR CONGRESS,C00633024
H8CA34324,"MCARDLE, ANGELA E.",LIB,CA,34,{2018},ANGELA MCARDLE FOR CONGRESS,C00635409
H8CA34340,"ALVAREZ, SIMON MARK",REP,CA,34,"{2018,2020}",SIMON ALVAREZ FOR CONGRESS,C00635011
H8CA34340,"ALVAREZ, SIMON MARK",REP,CA,34,"{2018,2020}",SIMON ALVAREZ AS YOUR CONGRESSMAN,C00656652
H8CA35115,"VALIENTE, CHRISTIAN",REP,CA,35,"{2018,2020}",CHRISTIAN L VALIENTE COMMITTEE TO ELECT FOR CONGRESS,C00659243
H8CA36162,"BALL, DAN",REP,CA,36,"{2018,2020}",DAN BALL FOR CONGRESS,C00657395
H8CA36170,"PELZER, KIMBERLIN BROWN",REP,CA,36,"{2018,2020}",KIMBERLIN BROWN PELZER FOR CONGRESS,C00657676
H8CA36188,"WOLKOWICZ, STEPHAN",REP,CA,36,{2018},WOLKOWICZ FOR CONGRESS,C00659821
H8CA36196,"BENTLEY, ROBERT",REP,CA,36,"{2018,2020}",ROBERT BENTLEY FOR CONGRESS,C00660936
H8CA36204,"HASSETT, DOUGLAS",REP,CA,36,{2018},DOUG HASSETT FOR CONGRESS 2018,C00661363
H8CA37293,"BASSILIAN, RON",REP,CA,37,"{2018,2020}",BASSILIAN FOR CONGRESS,C00652222
H8CA37301,"ALEMAYHU, TED",OTH,CA,39,"{2018,2020}",COMMITTEE TO ELECT TED  M. ALEMAYHU,C00638734
H8CA39133,"JANOWICZ, PHIL ANDREW DR.",DEM,CA,39,"{2018,2020}",FRIENDS OF PHIL JANOWICZ,C00638478
H8CA39141,"CASTANEDA, JULIO MR.",NNE,CA,39,"{2018,2020}",JULIO CASTANEDA FOR US CONGRESS,C00640284
H8CA39158,"TRAN, MAI-KHANH",DEM,CA,39,"{2018,2020}",DR TRAN FOR CONGRESS,C00647081
H8CA39166,"JAMMAL, SAMIR",DEM,CA,39,"{2018,2020}",SAM JAMMAL FOR CONGRESS,C00650523
H8CA39174,"CISNEROS, GILBERT",DEM,CA,39,"{2018,2020}",CISNEROS FOR CONGRESS,C00650648
H8CA39182,"THORBURN, ANDY",DEM,CA,39,"{2018,2020}",ANDY THORBURN FOR CONGRESS,C00652107
H8CA39190,"COX, STEVE",IND,CA,39,"{2018,2020}",STEVE COX FOR CONGRESS,C00653972
H8CA39208,"RUSK, TED",DEM,CA,39,{2018},TED RUSK FOR CONGRESS,C00656488
H8CA39216,"SAREGA, ANDREW",REP,CA,39,{2018},SAREGA FOR CONGRESS 2018,C00665539
H8CA39224,"HUFF, BOB",REP,CA,39,{2018},BOB HUFF FOR CONGRESS,C00665802
H8CA39232,"NELSON, SHAWN",REP,CA,39,"{2018,2020}",SHAWN NELSON FOR CONGRESS,C00665836
H8CA39240,"KIM, YOUNG",REP,CA,39,"{2018,2020}",YOUNG KIM FOR CONGRESS,C00665638
H8CA39257,"LEGGETT, SUZI",DEM,CA,39,"{2018,2020}",SUZI PARK LEGGETT FOR CONGRESS COMMITTEE,C00666768
H8CA39257,"LEGGETT, SUZI",DEM,CA,39,"{2018,2020}",SUZI P LEGGETT,C00674846
H8CA39265,"STEED, CYBIL CAMILLE",DEM,CA,39,{2018},STAND WITH STEED,C00667071
H8CA39273,"ALEXANDER, SOPHIA JOSEPHINE 8506376927",IND,CA,39,"{2018,2020}",SOPHIA ALEXANDER CAMPAIGN FOR CONGRESS,C00670000
H8CA39281,"VARGAS, STEVEN",REP,CA,39,"{2018,2020}",STEVEN VARGAS FOR CONGRESS,C00670562
H8CA39299,"LEE, HERBERT",DEM,CA,39,"{2018,2020}",HERBERT LEE MD FOR CONGRESS,C00672634
H8CA39307,"LIBERATORE, PHIL",REP,CA,39,"{2018,2020}",LIBERATORE FOR CONGRESS-2018,C00674325
H8CA40206,"CORTES BARRAGAN, RODOLFO",GRE,CA,40,"{2018,2020}",RODOLFO CORTES BARRAGAN COMMITTEE TO ELECT FOR CONGRESS,C00664185
H8CA41170,"SMITH, AJA",REP,CA,41,"{2018,2020}",AJA SMITH FOR CONGRESS,C00635854
H8CA42228,"PEACOCK, JULIA C.",DEM,CA,42,"{2018,2020}",JULIA PEACOCK FOR CONGRESS,C00634014
H8CA42236,"WOODY, MATT",NNE,CA,42,"{2018,2020}",THE PEOPLE FOR MATT WOODY,C00648196
H8CA42244,"QUINTERO, NORMAN",DEM,CA,42,{2018},NORMAN QUINTERO FOR US CONGRESS,C00660803
H8CA43127,"CAMPER, CANDANCE MS",REP,CA,43,{2018},CAMPER FOR CONGRESS,C00649442
H8CA43135,"DUTERTE, EDWIN",REP,CA,43,{2018},DUTERTE FOR CONGRESS,C00653360
H8CA43143,"DEMARTINI, FRANK",REP,CA,43,{2018},FRANK DEMARTINI CONGRESSIONAL CAMPAIGN COMMITTEE,C00656173
H8CA43150,"ZUNIGA, MIGUEL",GRE,CA,43,"{2018,2020}",MIGUEL ANGEL ZUNIGA,C00663021
H8CA43168,"COLLINS, JOE EDWARD",DEM,CA,43,"{2018,2020}",COLLINS4CONGRESS,C00669705
H8CA44109,"DASH, STACEY",REP,CA,44,{2018},DASH TO DC,C00671347
H8CA44117,"BROWN, AJA",DEM,CA,44,"{2018,2020}",AJA BROWN FOR CONGRESS,C00672436
H8CA45130,"PORTER, KATHERINE",DEM,CA,45,"{2018,2020}",KATIE PORTER FOR CONGRESS,C00636571
H8CA45148,"MIN, DAVID",DEM,CA,45,{2018},DAVE MIN FOR CONGRESS,C00636845
H8CA45155,"HAMADANCHY, KIA",DEM,CA,45,{2018},KIA FOR CONGRESS,C00636951
H8CA45163,"RYWALSKI, ERIC",DEM,CA,45,{2018},ERIC RYWALSKI FOR CONGRESS,C00639534
H8CA45171,"RAMSAY, GREGORY ROBERT 7145321445",DEM,CA,45,"{2018,2020}",FRIENDS OF GREG RAMSAY FOR CONGRESS,C00651703
H8CA45189,"FORDE, BRIAN",DEM,CA,45,"{2018,2020}",BRIAN FORDE FOR CONGRESS,C00650911
H8CA45197,"GRAHAM, JOHN",NNE,CA,45,{2018},JOHN LAWRENCE GRAHAM PLAN ADMINISTRATOR,C00656892
H8CA46120,"LAMBERT, RUSSELL RENE",REP,CA,46,"{2018,2020}",RUSS LAMBERT FOR CONGRESS,C00667972
H8CA47060,"CLIFFORD, DAVID",REP,CA,47,"{2018,2020}",DAVID CLIFFORD FOR CONGRESS,C00663013
H8CA47078,"BRISCOE, JOHN",REP,CA,47,"{2018,2020}",BRISCOE 4 CONGRESS,C00671784
H8CA48035,"ROUDA, HARLEY E JR",DEM,CA,48,"{2018,2020}",HARLEY ROUDA FOR CONGRESS,C00633982
H8CA48043,"OATMAN, LAURA",DEM,CA,48,"{2018,2020}",OATMAN FOR CONGRESS,C00636969
H8CA48050,"ZARKADES, TONY",DEM,CA,48,{2018},TONYZFORCONGRESS,C00638585
H8CA48068,"REISER, BRANDON",LIB,CA,48,{2018},REISER 2018,C00646828
H8CA48076,"KEIRSTEAD, HANS",DEM,CA,48,"{2018,2020}",KEIRSTEAD FOR CONGRESS,C00647925
H8CA48084,"SIDDIQUI, OMAR A.",DEM,CA,48,"{2018,2020}",OMAR IN THE HOUSE,C00649301
H8CA48092,"ONUFREI, STELIAN",REP,CA,48,{2018},STELIAN ONUFREI FOR CONGRESS 2018,C00650705
H8CA48100,"KOTICK, MICHAEL",DEM,CA,48,"{2018,2020}",MICHAEL KOTICK FOR CONGRESS,C00650655
H8CA48118,"KENSINGER, KEVIN THOMAS",IND,CA,48,{2018},KEVIN KENSINGER FOR CONGRESS,C00655787
H8CA48142,"GABBARD, JOHN",REP,CA,48,{2018},JOHN GABBARD FOR CONGRESS 2018,C00671842
H8CA48159,"PAYNE, RACHEL",DEM,CA,48,"{2018,2020}",RACHEL PAYNE FOR CONGRESS,C00661405
H8CA49058,"LEVIN, MIKE",DEM,CA,49,"{2018,2020}",MIKE LEVIN FOR CONGRESS,C00634253
H8CA49066,"KERR, PAUL",DEM,CA,49,"{2018,2020}",PAUL KERR FOR CONGRESS,C00650036
H8CA49074,"JACOBS, SARA",DEM,CA,49,"{2018,2020}",SARA JACOBS FOR CONGRESS,C00660837
H8CA49082,"HARKEY, DIANE",REP,CA,49,"{2018,2020}",DIANE HARKEY FOR CONGRESS,C00665513
H8CA49090,"GASPAR, KRISTIN",REP,CA,49,"{2018,2020}",KRISTIN GASPAR FOR CONGRESS,C00666842
H8CA49108,"MARYOTT, BRIAN L MR",REP,CA,49,"{2018,2020}",MARYOTT FOR CONGRESS,C00666859
H8CA49116,"CHRISTINA, PREJEAN",DEM,CA,49,{2018},CHRISTINA PREJEAN FOR CONGRESS,C00667063
H8CA49124,"CHAVEZ, ROCKY",REP,CA,49,{2018},ROCKY CHAVEZ FOR CONGRESS,C00667006
H8CA49132,"SCHMITT, MICHAEL D",REP,CA,49,"{2018,2020}",MIKE SCHMITT FOR CONGRESS,C00673988
H8CA49157,"NORDAL, CRAIG",REP,CA,49,"{2018,2020}",COMMITTEE TO ELECT CRAIG A NORDAL FOR CONGRESS,C00671552
H8CA49157,"NORDAL, CRAIG",REP,CA,49,"{2018,2020}",CRAIG A NORDAL COMMITTEE TO ELECT FOR CONGRESS,C00672063
H8CA49157,"NORDAL, CRAIG",REP,CA,49,"{2018,2020}","COMMITTEE TO ELECT CRAIG A. NORDAL FOR CONGRESS, LLC",C00672055
H8CA49165,"PENDLETON, ROBERT",NOP,CA,49,"{2018,2020}",PENDLETON FOR CONGRESS,C00673830
H8CA50080,"CHADWICK, GLORIA",DEM,CA,50,{2018},GLORIA CHADWICK FOR CONGRESS,C00634105
H8CA50098,"CAMPA-NAJJAR, AMMAR",DEM,CA,50,"{2018,2020}",AMMAR CAMPA FOR CONGRESS,C00635888
H8CA50098,"CAMPA-NAJJAR, AMMAR",DEM,CA,50,"{2018,2020}",CAMPA-NAJJAR FOR CONGRESS,C00635862
H8CA50106,"BUTNER, JOSH",DEM,CA,50,{2018},JOSH BUTNER FOR CONGRESS,C00637389
H8CA50114,"BEAUREGARD, PIERRE VOTEAU",DEM,CA,50,{2018},COMMITTEE TO ELECT PIERRE BEAUREGARD,C00635417
H8CA50122,"ZELT, ANDREW",REP,CA,50,{2018},ZELT FOR CONGRESS,C00649046
H8CA50130,"CASARA, DANIEL",REP,CA,52,{2018},CASARA FOR CONGRESS,C00649160
H8CA50148,"SAYED, SHAMUS",REP,CA,50,{2018},SHAMUS SAYED FOR CONGRESS,C00655795
H8CA50155,"SCHOONOVER, JOSHUA",REP,CA,49,{2018},JOSHUA SCHOONOVER FOR CONGRESS,C00664557
H8CA50163,"WELLS, WILLIAM DANIEL",REP,CA,50,"{2018,2020}",MAYOR BILL WELLS FOR CONGRESS,C00670489
H8CA50171,"KAHLE, RICHARD",NOP,CA,50,{2018},RICHARD KAHLE FOR CONGRESS,C00671016
H8CA51054,"RENISON, JOHN",REP,CA,51,"{2018,2020}",JOHN RENISON FOR CONGRESS,C00667378
H8CA51062,"HIDALGO, JUAN",REP,CA,51,"{2018,2020}",HIDALGO FOR CONGRESS,C00672451
H8CA52102,"QUDRAT, OMAR",REP,CA,52,"{2018,2020}",OMAR QUDRAT FOR CONGRESS,C00647875
H8CA52110,"VELTMEYER, JAMES",REP,CA,52,"{2018,2020}",JAMES VELTMEYER FOR CONGRESS,C00650879
H8CA52128,"MILLER, ALEXANDER DANIEL DR",DEM,CA,52,{2018},COMMITTEE TO ELECT ALEXANDER MILLER TO THE HOUSE,C00651174
H8CA52136,"ALLMAN, MICHAEL",REP,CA,52,{2018},MICHAEL ALLMAN FOR CONGRESS,C00658005
H8CA52144,"SHOOTMAN, GABRIEL",UN,CA,52,"{2018,2020}",GABRIEL SHOOTMAN,C00665398
H8CA52151,"CULLEN, JEFFREY",REP,CA,52,{2018},JEFF CULLEN FOR CONGRESS,C00679241
H8CA53068,"KIM, BRYAN",NOP,CA,53,"{2018,2020}",BRYAN KIM FOR CONGRESS,C00655654
H8CA53084,"MURTAUGH, MORGAN",REP,CA,53,"{2018,2020}",MURTAUGH FOR CONGRESS,C00672824
H8CA53092,"KANE, GINO",REP,CA,53,{2018},KANE FOR CONGRESS,C00673764
H8CO01097,"FIELD, JOHN",REP,CO,1,"{2018,2020}",JOHN FIELD FOR CONGRESS,C00651877
H8CO01105,"SEDBROOK, DAVID MICHAEL",DEM,CO,1,"{2018,2020}",DAVID SEDBROOK,C00655159
H8CO01113,"HUDSON HALE, MICHELLE R",DEM,CO,1,"{2018,2020}",HALE HOUSE COMMITTEE,C00662049
H8CO01147,"DOANE, RAYMON ANTHONY",LIB,CO,1,"{2018,2020}",RAYMOND DOANE FOR CONGRESS,C00664839
H8CO01154,"RAO, SAIRA",DEM,CO,1,"{2018,2020}",SAIRA FOR CONGRESS,C00665448
H8CO01162,"STOCKHAM, CHARLES (CASPER) WESLEY",REP,CO,1,{2018},CASPER FOR COLORADO,C00665588
H8CO02160,"NEGUSE, JOSEPH",DEM,CO,2,"{2018,2020}",JOE NEGUSE FOR CONGRESS,C00648253
H8CO02194,"DOTSON, HOWARD R MR.",DEM,CO,2,"{2018,2020}",HOWARD DOTSON,C00653378
H8CO02194,"DOTSON, HOWARD R MR.",DEM,CO,2,"{2018,2020}",HOWARD DOTSON FOR CONGRESS,C00653402
H8CO02202,"WILLIAMS, MARK JOAQUIN MR.",DEM,CO,2,{2018},MARK FOR COLORADO,C00655340
H8CO02210,"MITCHEM, TODD",LIB,CO,2,{2018},VOTE TODD MITCHEM,C00655266
H8CO02228,"LARSEN, KRISTOPHER WILLIAM DR.",DEM,CO,2,"{2018,2020}",KRISTOPHER LARSEN FOR COLORADO,C00657510
H8CO02244,"TOLTZ, KEN",DEM,CO,2,{2018},TOLTZ 2018 CAMPAIGN COMMITTEE,C00661140
H8CO02251,"YU, PETER",REP,CO,2,"{2018,2020}",PETER YU FOR COLORADO,C00661678
H8CO02269,"BARRIS, ROGER",LIB,CO,2,"{2018,2020}",BARRIS FOR CONGRESS,C00680306
H8CO03192,"MITSCH BUSH, DIANE MS.",DEM,CO,3,"{2018,2020}",DIANE FOR COLORADO CD3,C00649459
H8CO03200,"KENNEDY, CHRISTOPHER",DEM,CO,3,"{2018,2020}",CHRIS KENNEDY FOR COLORADO,C00655621
H8CO03218,"HANLON, KARL J",DEM,CO,3,{2018},HANLON FOR COLORADO,C00661751
H8CO03226,"MALARSIE, MARY",IND,CO,3,"{2018,2020}",MALARSIE HOUSE RUN 2018,C00665372
H8CO03234,"ROUTLEDGE, ROOT",DEM,CO,3,"{2018,2020}",ROOT FOR CITIZEN CONGRESSMAN,C00670943
H8CO03242,"MENCONI, ARN",DEM,CO,3,"{2018,2020}",ARN FOR COLORADO,C00672782
H8CO04075,"GERMANSON, LARRY RAYMOND",DEM,CO,4,{2018},GERMANSON FOR CONGRESS,C00636746
H8CO04083,"KOHNE, STEVEN CHASE DR.",DEM,CO,4,"{2018,2020}",CHASE KOHNE FOR CONGRESS,C00640375
H8CO04091,"MCCORMICK, KAREN A DVM",DEM,CO,4,"{2018,2020}",MCCORMICK FOR CONGRESS,C00648006
H8CO04109,"WEIL, RICHARD LYONS",DEM,CO,4,"{2018,2020}",WEIL FOR CONGRESS,C00653642
H8CO04117,"GUNNING, JAMES D",REP,CO,4,{2018},GUNNING FOR CONGRESS,C00657882
H8CO04125,"SISTEK, LEONARD ALBERT MR. JR.",DEM,CO,4,{2018},LEN SISTEK FOR CONGRESS COMMITTEE,C00670182
H8CO04125,"SISTEK, LEONARD ALBERT MR. JR.",DEM,CO,4,{2018},LEN SISTEK FOR CONGRESS,C00670190
H8CO05114,"HILL, OWEN",REP,CO,5,{2018},OWEN HILL FOR CONGRESS,C00637496
H8CO05122,"FIELD, BETTY ANN",DEM,CO,5,"{2018,2020}",COMMITTEE TO ELECT BETTY FIELD,C00640250
H8CO05130,"SPAULDING, STEPHANY ROSE",DEM,CO,5,"{2018,2020}",STEPHANY ROSE FOR CONGRESS,C00649038
H8CO05148,"GLENN, DARRYL",REP,CO,5,"{2018,2020}",ELECT DARRYL GLENN,C00650481
H8CO05155,"RHEA, BILL",REP,CO,5,"{2018,2020}",RHEA FOR REPUBLICAN RENEWAL,C00657775
H8CO05163,"FURSTENBERG, LORI",DEM,CO,5,"{2018,2020}",LORI FURSTENBERG FOR CONGRESS,C00667188
H8CO05171,"MURPHY, MARCUS ALLEN DR.",DEM,CO,5,"{2018,2020}","MURPHY FOR CONGRESS (CO-5)!, INC.",C00668152
H8CO05189,"STEVENS, TYLER SAGE CORDINGLEY MR.",REP,CO,5,"{2018,2020}",ELECT TYLER STEVENS,C00670836
H8CO06229,"CROW, JASON",DEM,CO,6,"{2018,2020}",JASON CROW FOR CONGRESS,C00637363
H8CO06237,"AARESTAD, DAVID",DEM,CO,6,{2018},COLORADANS FOR AARESTAD,C00637678
H8CO06245,"TILLEMANN, LEVI",DEM,CO,6,{2018},LEVI FOR COLORADO,C00649863
H8CO06252,"STANGER, ERIK",DEM,CO,6,"{2018,2020}",ERIK FOR COLORADO,C00657148
H8CO06260,"EDWARDS, ROGER",REP,CO,6,{2018},ROGER EDWARDS COMMITTEE FOR CONGRESS,C00659201
H8CO06278,"DIFFENDAL, JENNIFER",DEM,CO,6,{2018},JENNIFER DIFFENDAL FOR CONGRESS,C00673079
H8CO07045,"PETTERSEN, BRITTANY LOUISE MS.",DEM,CO,7,"{2018,2020}",BRITTANY PETTERSEN FOR COLORADO,C00637215
H8CO07052,"CLAY, NATHAN",DEM,CO,7,"{2018,2020}",NATHAN CLAY FOR CONGRESS,C00637710
H8CO07060,"KERR, ANDREW STEVEN",DEM,CO,7,{2018},KERR FOR CONGRESS,C00637306
H8CO07078,"MORENO, DOMINICK",DEM,CO,7,"{2018,2020}",FRIENDS OF DOMINICK MORENO,C00647016
H8CO07086,"BAER, DAN",DEM,CO,7,"{2018,2020}",DAN FOR COLORADO,C00652214
H8CO07094,"BARRINGTON, MARK",REP,CO,7,"{2018,2020}",COMMITTEE FOR BARRINGTON,C00670505
H8CO07102,"BEEN, ANDREW 1974",DEM,CO,7,{2018},ANDREW BEEN,C00672485
H8CT02101,"POSTEMSKI, DANNY FRANK MR JR",REP,CT,2,"{2018,2020}",POSTEMSKI FOR CONGRESS,C00676098
H8CT03067,"ANDERSON, BRYAN NEIL",DEM,CT,3,{2018},ANDERSONCT3,C00656389
H8CT04214,"ARORA, HARRY",REP,CT,4,"{2018,2020}",HARRY FOR CT INC.,C00664151
H8CT05179,"DIANGELO, CRAIG",REP,CT,5,{2018},DIANGELO 2018,C00638577
H8CT05187,"SANTOS, MANNY",REP,CT,5,"{2018,2020}",SANTOS FOR CONGRESS,C00673467
H8CT05195,"GLASSMAN, MARY",DEM,CT,5,"{2018,2020}",MARY FOR CT,C00675678
H8CT05203,"PRAVER, SHAUL MARSHALL RABBI",DEM,CT,5,"{2018,2020}",SHAUL PRAVER FOR THE PEOPLE,C00677112
H8CT05211,"SANCHEZ, EMMANUEL",DEM,CT,5,{2018},MANNY SANCHEZ FOR CONGRESS,C00677617
H8CT05229,"DUPONT, RICHARD",REP,CT,5,"{2018,2020}",DUPONT FOR CONGRESS,C00680785
H8CT05237,"O'NEILL, RUBY DR.",REP,CT,5,"{2018,2020}",RUBY CORBY-O'NEILL FOR CONGRESS,C00677880
H8CT05245,"HAYES, JAHANA",DEM,CT,5,"{2018,2020}",FRIENDS OF JAHANA HAYES,C00677898
H8CT05252,"KULA, SHANNON",DEM,CT,5,"{2018,2020}",SHANNON KULA FOR CONGRESS,C00679837
H8DC00192,"CHEEKS, JOHN C",IAP,DC,0,"{2018,2020}",JOHN CHEEKS FOR D.C. DELEGATE TO CONGRESS,C00685875
H8DC01034,"FORD, KIM R.",DEM,DC,0,{2018},KIM R. FORD FOR CONGRESS,C00659839
H8DE01036,"MOCKERMAN, CHRISTOPHER WILLIAM",IND,DE,0,"{2018,2020}",CHRISTOPHER MOCKERMAN,C00648352
H8DE01044,"MURPHY, LEE H",REP,DE,0,"{2018,2020}",LEE MURPHY 2018,C00679696
H8DE01051,"WEBB, ANDREW C",W,DE,0,"{2018,2020}",ELECT WEBB,C00687970
H8FL01107,"EHR, PHILLIP CHARLES",DEM,FL,1,"{2018,2020}",EHR FOR CONGRESS,C00648972
H8FL01115,"ZIMMERMAN, JENNIFER MIJARES DR.",DEM,FL,1,"{2018,2020}",JENNIFER ZIMMERMAN FOR CONGRESS,C00668715
H8FL02097,"RACKLEFF, ROBERT BRUCE",DEM,FL,2,"{2018,2020}",BOB RACKLEFF CAMPAIGN COMMITTEE,C00648519
H8FL02105,"PETERS, BRANDON S.",DEM,FL,3,"{2018,2020}",BRANDON PETERS FOR U.S. CONGRESS,C00665612
H8FL03038,"HINSON, YVONNE HAYES MS",DEM,FL,3,"{2018,2020}",CAMPAIGN TO ELECT YVONNE HAYES HINSON US REPRESENTATIVE,C00655811
H8FL03046,"SAPP, JUDSON",REP,FL,3,"{2018,2020}",JUDSON SAPP FOR CONGRESS,C00665885
H8FL03053,"GOSAI, DUSHYANT JETHAGIR DR",DEM,FL,3,"{2018,2020}",GOSAI FOR CONGRESS,C00661058
H8FL03061,"CALLESTO, CHUCK",REP,FL,3,"{2018,2020}",CALLESTO FOR CHANGE,C00676809
H8FL04077,"BULGER, JASON MICHAEL",NPA,FL,4,"{2018,2020}",COMMITTEE TO ELECT JASON BULGER TO CONGRESS,C00666156
H8FL04085,"SELMONT, GEORGE AUSTIN",DEM,FL,4,"{2018,2020}",SELMONT4CONGRESS,C00671446
H8FL04093,"BERRIOS, JOCELINE MS.",NPA,FL,4,"{2018,2020}",JOCELINE BERRIOS 4 CONGRESS FL4,C00671123
H8FL05124,"LOVE, PAM",REP,FL,5,{2018},PAM LOVE FOR CONGRESS,C00648444
H8FL05132,"BATIE, RONTEL",DEM,FL,5,{2018},RONTEL FOR FLORIDA,C00655118
H8FL05140,"BROWN, ALVIN",DEM,FL,5,"{2018,2020}",ALVIN FOR CONGRESS,C00667758
H8FL05157,"FULLER, VIRGINIA",REP,FL,5,"{2018,2020}",FULLER FOR CONGRESS,C00672568
H8FL06098,"SODERBERG, NANCY",DEM,FL,6,"{2018,2020}",SODERBERG FOR CONGRESS,C00649798
H8FL06106,"COFFMAN, ROBERT (BOB) PAUL",DEM,FL,6,"{2018,2020}",FRIENDS OF BOB COFFMAN FOR CONGRESS,C00653667
H8FL06114,"KELLY, JEREMY J",REP,FL,6,"{2018,2020}",JEREMY KELLY,C00657809
H8FL06122,"WARD, JOHN",REP,FL,6,"{2018,2020}","JOHN WARD FOR CONGRESS, INC.",C00657841
H8FL06130,"UPCHURCH, JOHN NEHRING MR.",DEM,FL,6,{2018},JOHN UPCHURCH FOR CONGRESS,C00667675
H8FL06148,"WALTZ, MICHAEL",REP,FL,6,"{2018,2020}",MICHAEL WALTZ FOR CONGRESS,C00666396
H8FL06155,"SEVIGNY, STEPHEN MD",DEM,FL,6,{2018},SEVIGNY FOR CONGRESS,C00666735
H8FL07054,"RICHARDSON, CHARDO",DEM,FL,7,"{2018,2020}",CHARDO RICHARDSON FOR CONGRESS,C00640870
H8FL07062,"MILLER, MIKE",REP,FL,7,"{2018,2020}",MIKE MILLER FOR CONGRESS,C00648816
H8FL07070,"STURGILL, JONATHAN SCOTT",REP,FL,7,"{2018,2020}",SCOTT STURGILL FOR CONGRESS,C00651026
H8FL07088,"FRANCOIS, VENNIA V.",REP,FL,7,"{2018,2020}",FRIENDS OF VENNIA FRANCOIS FOR CONGRESS,C00665653
H8FL08102,"PATEL, SANJAY SOMABHAI",DEM,FL,8,"{2018,2020}",SANJAY PATEL FOR CONGRESS,C00666404
H8FL09118,"BUCHAN, SEAN ALAN",REP,FL,9,{2018},SEAN BUCHAN FOR CONGRESS,C00638015
H8FL10066,"DARIUS, WADESON",DEM,FL,10,"{2018,2020}",WADE DARIUS FOR CONGRESS CORP,C00667584
H8FL11106,"ALLEN, SAMUEL",DEM,FL,11,{2018},SAM ALLEN FOR CONGRESS,C00650465
H8FL11114,"REID, RONALD LYNN",DEM,FL,11,{2018},RON REID FOR CONGRESS,C00653493
H8FL11122,"HENRY, JAMES FRANCIS MR.",DEM,FL,11,"{2018,2020}",JIM HENRY FOR CONGRESS,C00655753
H8FL11130,"COTTRELL, DANA",DEM,FL,11,"{2018,2020}",DANA COTTRELL CAMPAIGN ACCOUNT,C00673145
H8FL12062,"THOMAS, SUNIL MATHEW",DEM,FL,12,{2018},COMMITTEE TO ELECT MATHEW THOMAS,C00656363
H8FL12070,"PERENICH, STEPHEN M",DEM,FL,12,{2018},PERENICH FOR CONGRESS,C00657874
H8FL12088,"HUNTER, CHRISTOPHER J.",DEM,FL,12,"{2018,2020}",CHRIS HUNTER FOR CONGRESS,C00664417
H8FL12096,"PURKIS, ANGELIKA MRS.",NPA,FL,12,"{2018,2020}",ANGELIKA PURKIS,C00669945
H8FL13136,"BUCK, GEORGE WILLIAM PHD",REP,FL,13,"{2018,2020}","COMMITTEE TO ELECT GEORGE BUCK, PHD",C00667808
H8FL13144,"SOSTACK, BRADLEY",REP,FL,13,{2018},SOSTACK FOR CONGRESS,C00675876
H8FL14183,"EVANS, JERMAINE",REP,FL,14,"{2018,2020}",COMMITTEE TO ELECT JERMAINE EVANS,C00652370
H8FL14209,"TOULME, ALIX CHRISTOPHER MR. JR.",DEM,FL,14,"{2018,2020}",ALIX C. TOULME JR. FOR CONGRESS,C00666602
H8FL15131,"PENA, RAYMOND JR.",DEM,FL,15,{2018},RAY PENA FOR CONGRESS,C00632984
